,id_set,lang_name,sent_pos,sent
25,1,Polish,9,"Ala jezdnych _wypadła_ cwałem na plac, przecięła go na ukos, omijając bokiem zgromadzone tłumy, by przez zaułek obok obrośniętych _winem_ murów _kamiennych_ najkrótszą _drogą_ popędzić na Nagą Górę.
"
26,1,Polish,10,"Cwałujący na czele mały jak _wyrostek_ i ciemny jak Mulat Syryjczyk, _dowódca_ ali, zrównawszy się z Piłatem krzyknął coś przenikliwie i _wyszarpnął_ miecz z pochwy.
"
27,1,Polish,11,"Jego dziki, _spieniony_ kary koń _uskoczył_ i stanął dęba.
"
28,1,Polish,12,"_Dowódca_ wcisnął miecz do pochwy, krótkim biczem smagnął konia po _karku_, wyrównał do szeregu, dopadł zaułka, przeszedł w galop.
"
29,1,Polish,13,"Za nim trójkami _przemknęli_ w _chmurach_ kurzu jeźdźcy, podskakiwały groty lekkich bambusowych _dzid_, przelatywały obok procuratora twarze o białych, _połyskliwych_, _wesoło_ wyszczerzonych zębach, twarze, które pod białymi zawojami wydawały się być jeszcze smaglejsze.
"
30,1,Polish,14,"Wzbijając kurz aż pod niebo, ala wpadła w zaułek, koło Piłata przemknął ostatni _żołnierz_, jarzyła się w słońcu _trąbka_, którą miał przewieszoną przez ramię.
"
31,1,Polish,15,"Piłat dłonią osłonił twarz od kurzu i _krzywiąc_ się z niezadowoleniem _ruszył_ dalej, kierując się ku bramie ogrodów pałacowych, a legat, sekretarz i żołnierze eskorty _szli_ za nim."
32,1,Serbian,0,"Пилат се _окренуо_ и пошао натраг преко платформе ка _степеницама_, не гледајући ништа осим разнобојних _коцака_ оплате под ногама, да се не би саплео.
"
33,1,Serbian,1,"Знао је да сада иза његових _леђа_ на платформу падају као град бронзани новчићи и _урме_, да у гомили која урла људи газе једни друге, успињу се један другоме на рамена, да би видели својим очима _чудо_ — како се човек, који се већ налазио у рукама смрти, _ишчупао_ из њих!
"
34,1,Serbian,2,"Како му легионари скидају _конопце_, и нехотице му задајући опак бол у рукама, које су му ишчашили приликом _саслушања_; како се он, мрштећи се и кукајући, ипак смешка бесмисленим _лудачким_ осмехом.
"
35,1,Serbian,3,"_Знао_ је да у исто време стража већ води тројицу везаних руку ка бочним _степеницама_, како би их извела на _пут_ који води на запад, ван града, ка Ћелавом брду.
"
36,1,Serbian,4,"Тек када се нашао иза платформе, у њеном залеђу, Пилат је отворио очи, знајући да је сада безбедан — више није могао да види _осуђенике_.
"
37,1,Serbian,5,"Жагору гомиле која је почела да се смирује придружили су се продорни повици _телала_ који су понављали — једни на арамејском, други на _грчком_ језику — све оно што је с платформе узвикивао прокуратор.
"
38,1,Serbian,6,"Осим тога, до његовог уха је допро и ситан коњски топот који се приближавао, а исто тако и звук _трубе_ која је нешто кратко и _весело_ затрубила.
"
39,1,Serbian,7,"Овим звуцима је одговорио продоран звиждук _дечака_ са кровова кућа у улици која је водила са трга на хиподромски трг, и узвици »Чувај се!«
"
40,1,Serbian,8,"_Војник_ који је стајао усамљен на очишћеном простору трга с _барјачетом_ у руци, узнемирено је махнуо њиме, и тада су се прокуратор, легат легиона, секретар и наоружана пратња _зауставили_.
"
41,1,Serbian,9,"Коњичка ала, прешавши у кас, _излетела_ је на трг, да би га пресекла по страни, обишавши гомилу народа, и сокаком поред _каменог_ зида, по коме се вила _лоза_, најкраћим _путем_ дојахала је до Ћелавог брда."
42,1,Serbian,10,"Јурећи касом, мали као _дечак_, тамнопут као мулат, _командир_ але, Сиријац, када се поравнао са Пилатом, нешто је пискаво довикнуо и _извукао_ мач из корица.
"
43,1,Serbian,11,"Бесан _ознојени_ вранац се _тргнуо_ и пропео.
"
44,1,Serbian,12,"Убацивши мач у корице, _командир_ је ошинуо коња по _врату_, смирио га и појурио у сокак прелазећи у галоп.
"
45,1,Serbian,13,"После њега су три по три у реду, коњаници _пролетели_ у _облаку_ прашине, промакли су врхови бамбусових _копаља_, крај прокуратора су пролетела, чинило се, особито црнпураста лица под белим турбанима са _весело_ искеженим _блиставим_ зубима.
"
46,1,Serbian,14,"Подижући прашину до неба, ала је улетела у сокак, и поред Пилата је пројурио последњи _војник_ са _трубом_ на леђима, која је пламтела на сунцу.
"
47,1,Serbian,15,"Заклањајући се од прашине руком и незадовољно се _мрштећи_, Пилат је _кренуо_ даље, упутивши се ка капији палатиног врта, а за њим су _дошли_ легат, секретар и оружана пратња."
48,1,Czech,0,"Pilát se _otočil_ a kráčel po tribuně zpátky ke _stupňům_, neohlížel se napravo ani nalevo, jen upřeně pozoroval různobarevné _čtverce_ koberců pod nohama v obavě, aby neklopýtl.
"
49,1,Czech,1,"Věděl, že za jeho _zády_ se na tribunu snáší krupobití bronzových mincí a _fíků_ a v ryčícím davu se lidé navzájem ušlapávají a šplhají jeden druhému na ramena, aby spatřili na vlastní oči _zázrak_ - člověka, který už byl ve spárech smrti, a přece nakonec _vyvázl_.
"
50,1,Czech,2,"Žoldnéři mu snímají _pouta_ a mimoděk mu působí palčivou bolest v rukou, vymknutých při _výslechu_, osvobozený se mračí, vzdychá a zároveň se nepřítomně usmívá _pomateným_ úsměvem.
"
51,1,Czech,3,"Pilát _věděl_, že mezitím stráž odvádí k postranním _stupňům_ zbylé tři zločince se svázanýma rukama, aby je vyvedla na _silnici_ směřující na západ, za město, k hoře Golgotě.
"
52,1,Czech,4,"Teprve když míjel tribunu, otevřel oči. Teď už nemusel mít strach - _odsouzenci_ zmizeli z dohledu.
"
53,1,Czech,5,"Do slábnoucího ryku davu se mísily pronikavé hlasy _vyvolavačů_, kteří opakovali střídavě aramejsky a _řecky_, co prokurátor oznámil z tribuny.
"
54,1,Czech,6,"Pak dolétl k jeho sluchu pravidelný drobný koňský dupot, který se přibližoval, a krátké _veselé_ _troubení_.
"
55,1,Czech,7,"V odpověď na ty zvuky se rozlehl po celé délce ulice pronikavý hvizd místních _chlapců_, kteří stáli na střechách domů z tržiště až na prostranství před hipodromem, a výkřiky: „Pozor!“
"
56,1,Czech,8,"_Voják_, který stál osaměle na vyklizeném prostranství s _praporem_ v ruce, výstražně mávl a Pilát, velitel legie, tajemník a stráž se _zastavili_.
"
57,1,Czech,9,"Jezdecká ala se _řítila_ cvalem na prostranství, hodlala je objet, aby se vyhnula davu, a uličkou podél _kamenné_ zdi obehnané révovím _dorazit_ nejkratší možnou _cestou_ na úpatí Golgoty.
"
58,1,Czech,10,"_Velitel_ jízdy, muž _chlapecké_ postavy a tmavé mulatské pleti, původem Syřan, letěl jako šipka. Když míjel Piláta, něco slabě _vykřikl_ a vytrhl z pochvy meč.
"
59,1,Czech,11,"Rozdivočený a _zpocený_ vraník _uskočil_ stranou a vzepjal se na zadní.
"
60,1,Czech,12,"_Velitel_ zarazil meč do pochvy, švihl bičem koně po _hřbetě_, až se vraník postavil znovu na všecky čtyři, a odcválal do uličky.
"
61,1,Czech,13,"Za ním se _hnaly_ v _oblacích_ prachu trojice jezdců, hroty lehkých bambusových _kopí_ poskakovaly a kolem prokurátora se míhaly obličeje pod bílými turbany ještě černější, s _vesele_ vyceněnými _svítivými_ zuby.
"
62,1,Czech,14,"Jízda zmizela v uličce a zůstal po ní jenom sloup zvířeného prachu. Poslední projel těsně kolem Piláta _voják_ s _trubkou_ na zádech, která plála v paprscích slunce.
"
63,1,Czech,15,"Správce Judeje nespokojeně _svraštil_ čelo, rukou si stínil tvář před prachem a znovu vykročil. _Mířil_ k bráně palácových zahrad a za ním _mířili_ legát, tajemník a stráž."
64,1,Ukranian,0,"Пілат _повернувся_ й пішов помостом назад до _сходинок_, не дивлячись ні на що, крім різнокольорових _шашок_ настилу під ногами, щоб не оступитися.
"
65,1,Ukranian,1,"Він знав, що тепер у нього за _спиною_ на поміст градом летять бронзові монети, _фініки_, що у виючому натовпі люди, топчучи одне одного, лізуть на плечі, щоб побачити на власні очі _диво_ — як чоловік, що вже був в лабетах смерті, _вирвався_ з її лабет!
"
66,1,Ukranian,2,"Як легіонери знімають з нього _мотузки_, мимохіть завдаючи йому пекучого болю в повикручуваних на _допиті_ руках, як він, морщачись і охаючи, усе ж усміхається безглуздою _божевільною_ усмішкою.
"
67,1,Ukranian,3,"Він _знав_, що в той самий час конвой вже веде до бічних _сходинок_ трьох зі зв’язаними руками, щоб виводити їх на _дорогу_, яка пролягла на захід, за місто, до Лисої Гори.
"
68,1,Ukranian,4,"Лише опинившись за помостом, у тилу його, Пілат розплющив очі, знаючи, що він тепер у безпеці — бачити _засуджених_ він уже не міг.
"
69,1,Ukranian,5,"Юрба потроху вгамовувалась, і до стогону її тепер домішувалися виразно чутні пронизливі вигуки _глашатаїв_, які повторювали один арамейською, інші _грецькою_ мовами все те, що прокричав з помосту прокуратор.
"
70,1,Ukranian,6,"Окрім того, до слуху його долетів щораз ближчий дрібний, цокітливий тупіт коней і _сурма_, яка щось коротко й _весело_ прокричала.
"
71,1,Ukranian,7,"Цим звукам відповіли пронизливі посвисти _хлопчиськ_ з покрівель будинків на вулиці, що виводила з базару до гіподромного майдану, і вигуки «стережись!»
"
72,1,Ukranian,8,"_Солдат_, який самотньо стояв на очищеному просторі майдану зі _значком_ у руці, тривожно змахнув ним, і тоді прокуратор, легат легіону, секретар і конвой _зупинилися_.
"
73,1,Ukranian,9,"Кавалерійська ала в розгоні на ширший клус _вилетіла_ на майдан, щоб перетнути його краєм, обминаючи скопище народу, і провулком попід _кам’яним_ муром, де п’явся _виноград_, найкоротшим _шляхом_ проскакати до Лисої Гори."
74,1,Ukranian,10,"Летячи клусом, маленький, як _хлопчик_, темний, як мулат, _командир_ али — сирієць, порівнявшись із Пілатом, щось тонко вигукнув і _вихопив_ меча з піхов.
"
75,1,Ukranian,11,"Лютий вороний _змоклий_ кінь _сахнувся_ вбік і піднявся дибки.
"
76,1,Ukranian,12,"Вкинувши меча у піхви, _командир_ огрів коня пугою по _шиї_, вирівняв його і помчав у провулок, переходячи на галоп.
"
77,1,Ukranian,13,"За ним по троє в ряд _полетіли_ вершники у _хмарі_ куряви, застрибали вістря легких бамбукових _списів_, повз прокуратора замиготіли якісь наче особливо засмаглі під білими тюрбанами обличчя з _весело_ вишкіреними _блискучими_ зубами.
"
78,1,Ukranian,14,"Здіймаючи до неба куряву, ала увірвалась до провулка, і останнім повз Пілата промчав _солдат_ з палахкою проти сонця _сурмою_ на спині.
"
79,1,Ukranian,15,"Затуляючись від куряви рукою і невдоволено _морщачи_ обличчя, Пілат _рушив_ далі в напрямку до брами палацового саду, а за ним _рушив_ легат, секретар і конвой."
80,1,Belarussian,0,"Пiлат _завярнуўся_ i пайшоў назад па памосце да _прыступак_, не гледзячы нi на што, акрамя рознакаляровых _шашак_ мазаiкi пад нагамi, каб не спатыкнуцца.
"
81,1,Belarussian,1,"Ён ведаў, што цяпер у яго за _плячыма_ градам ляцяць на памост бронзавыя манеты, _фiнiкi_, што ў азвярэлым натоўпе людзi душаць адзiн аднаго, лезуць на плечы, каб сваiмi вачыма ўбачыць _дзiва_ - як чалавек, якi ўжо быў у руках у смерцi, _вырваўся_ з гэтых рук!
"
82,1,Belarussian,2,"Як легiянеры здымаюць з яго _вяроўкi_, мiжволi прычыняюць яму пякучы боль у выкручаных на _допытах_ руках, як ён моршчыцца i вохкае, усмiхаецца _дурною_ ўсмешкаю."
83,1,Belarussian,3,"Ён _ведаў_, што ў гэты ж самы час канвой вядзе да бакавых _прыступак_ траiх са звязанымi рукамi, каб выводзiць iх на _дарогу_, якая iдзе на захад, за горад, да Лысае Гары.
"
84,1,Belarussian,4,"I толькi тады, калi зайшоў за памост, Пiлат расплюшчыў вочы, ведаючы, што цяпер ён у бяспечным месцы - адсюль нельга ўбачыць _асуджаных_.
"
85,1,Belarussian,5,"Да стогну пачаўшага зацiхаць натоўпу прымешвалiся i былi чуваць цяпер ужо i крыкi _глашатаяў_, якiя паўтаралi на арамейскай, на _грэцкай_ мовах тое, што пракрычаў з памоста пракуратар.
"
86,1,Belarussian,6,"Акрамя ўсяго гэтага,да яго слыху даляцеў дробны роўны строкат капытоў i гук _трубы_, якая пратрубiла нешта коратка i _весела_.
"
87,1,Belarussian,7,"На гэтыя гукi адказаў _хлапчукоўскi_ свiст з дахаў дамоў на вулiцы, што вяла з базару на гiпадромную плошчу i крыкi ""сцеражыся!"".
"
88,1,Belarussian,8,"_Салдат_, якi адзiнока стаяў на вызваленай ад людзей плошчы са _значком_ у руцэ, трывожна ўзмахнуў iм, i тады пракуратар, легат легiёна, сакратар i канвой _спынiлiся_.
"
89,1,Belarussian,9,"Конная ала, забiраючы ўсё шырэй, _вылецела_ на плошчу, каб перасекчы яе збоч, абмiнуўшы збоiшча людзей, i завулкам пад _каменнаю_ сцяною, па якой слаўся _вiнаград_, карацейшай _дарогаю_ праiмчаць да Лысае Гары.
"
90,1,Belarussian,10,"Пралятаючы рыссю, маленькi, як _хлопчык_, цёмны, як мулат, _камандзiр_ алы сiрыец, - калi параўняўся з Пiлатам, нешта тонка крыкнуў i _выхапiў_ з похваў меч.
"
91,1,Belarussian,11,"Злосны _мокры_ вараны конь _шарахнуўся_, устаў на дыбы.
"
92,1,Belarussian,12,"_Камандзiр_ укiнуў меч у ножны, ударыў нагайкаю каня па _шыi_, выраўняў яго i паiмчаў у завулак, пераходзячы ў галоп.
"
93,1,Belarussian,13,"За iм па тры ў рад _паляцелi_ коннiкi ў _хмарах_ пылу, падскоквалi кончыкi тонкiх бамбукавых _пiк_. Паўз пракуратара паiмчалiся, здавалася, надзiва смуглыя пад белымi цюрбанамi твары з _весела_ аскаленымi белымi _зіхатлівымі_ зубамi.
"
94,1,Belarussian,14,"Ала ўварвалася ў завулак, падняла да неба пыл, i паўз Пiлата апошнiм пранёсся _салдат_ з блiскучай на сонцы _трубою_ за плячыма.
"
95,1,Belarussian,15,"Пiлат _рушыў_ далей. Ён закрываў ад пылу твар рукою i незадаволена _моршчыўся_. За iм да варотаў у сад пры палацы _рушылi_ легат, сакратар i канвой."
234,1,Slovak,0,"Pilát _sa obrátil_ a prešiel tribúnou späť ku _schodíkom_, nedíval sa napravo ani naľavo, len na pestré _dlaždice_ pod nohami, aby sa nepotkol.
"
235,1,Slovak,1,"Vedel, že teraz mu za _chrbtom_ sťa krupobitie padajú na tribúnu bronzové mince, _datle_, že v revúcom dave šliapu ľudia jeden po druhom, lezú si na plecia, aby videli na vlastné oči _zázrak_ – človeka, ktorý bol už v pazúroch smrti, a predsa sa z nich _vytrhol_!
"
236,1,Slovak,2,"Ako mu legionári rozväzujú _povrazy_ a nevdojak mu tak spôsobujú pálčivú bolesť v rukách, vykĺbených pri _výsluchu_, ako sa ten človek, mraštiac tvár a vzdychajúc, predsa len usmieva tupým, _pomäteným_ úsmevom.
"
237,1,Slovak,3,"Pilát _vedel_, že stráž už vedie k bočným _schodíkom_ troch odsúdencov so zviazanými rukami, aby ich vyviedla na _cestu_ smerujúcu na západ, za mesto, k Lebečnému vrchu.
"
238,1,Slovak,4,"Pilát otvoril oči, až keď mal tribúnu za chrbtom, lebo vedel, že teraz je už v bezpeèí – _odsúdenci_ zmizli z dohľadu.
"
239,1,Slovak,5,"Do stíchnutého hurhaja sa miešali zreteľné a prenikavé výkriky _vyvolávačov_, ktorí opakovali po aramejsky a po _grécky_ všetko to, čo vyhlásil miestodržiteľ z tribúny.
"
240,1,Slovak,6,"Okrem toho mu k ušiam doletel rýchly a blížiaci sa dupot koni a hlas _poľnice_, ktorý krátko a _veselo_ zahlaholil.
"
241,1,Slovak,7,"Týmto zvukom odpovedal prenikavý hvizd _šarvancov_ zo striech ulice, vedúcej z trhoviska na námestie pred hipodrómom, a výkriky: Pozor!
"
242,1,Slovak,8,"_Vojak_, čo osamotene stál na vyprázdnenom priestranstve námestia, na výstrahu zamával _zástavkou_, a miestodržiteľ, legát légie, sekretár i stráže _sa zastavili_.
"
243,1,Slovak,9,"Jazdecká ala, ustavične zrýchľujúc klus, _vyletela_ na námestie, aby ho presekla bokom, vyhnúc sa davu, a uličkou popri _kamennom_ múre, zarastenom _viničom_, sa najkratšou _cestou_ dostala na Lebečný vrch.
"
244,1,Slovak,10,"_Veliteľ_ aly, Sýrčan drobný ako _chlapec_ a tmavý ako mulat, prehnal sa popri Pilátovi, zakričal čosi vysokým hlasom a _vytasil_ z pošvy meč.
"
245,1,Slovak,11,"Zúrivý, _spotený_ vraník _cúvol_, vzopäl sa na zadné nohy.
"
246,1,Slovak,12,"_Veliteľ_ vsunul meč do pošvy, šibol koňa bičíkom po _šiji_, vrátil ho na všetky štyri a cvalom sa hnal do uličky.
"
247,1,Slovak,13,"Za ním – po trojiciach – _cválali_ jazdci v _oblaku_ prachu, poskakovali hroty ľahkých bambusových _pík_, popri miestodržiteľovi sa mihotali tváre, ktoré pod bielymi turbanmi vyzerali ešte černejšie, s _veselo_ vyškerenými_ jagavými_ zubami.
"
248,1,Slovak,14,"Ala vtrhla do uličky, zvírila prach až po oblohu, a popri Pilátovi posledný prefrčal _vojak_ s _poľnicou_ na chrbte, ktorá žiarila v slnečných lúčoch.
"
249,1,Slovak,15,"Pilát sa zacláňal rukou pred prachom, nespokojne _mraštil_ tvár. Pohol sa a _zamieril_ k bráne palácovej záhrady, a za ním _išli_ legát, sekretár a stráž."
273,1,Bulgarian,0,"Пилат се _обърна_ и тръгна по подиума обратно към _стъпалата_, като гледаше само застланите в шахматен ред разноцветни _плочки_ под краката си, за да не се спъне.
"
274,1,Bulgarian,1,"Той знаеше, че сега зад _гърба_ му върху подиума като градушка се сипят бронзови монети и _смокини_, че във виещата тълпа хората се тъпчат и се катерят един другиму по раменете, за да видят с очите си _чудото_ — как човек, който вече е бил в ръцете на смъртта, се е _изтръгнал_ от тези ръце!
"
275,1,Bulgarian,2,"Как легионерите свалят _въжетата_ и неволно му причиняват пареща болка в изкълчените при _разпита_ ръце, как той се мръщи и охка, но въпреки това се усмихва с безсмислена _налудничава_ усмивка.
"
276,1,Bulgarian,3,"_Знаеше_, че в същото време конвоят вече е повел по страничните _стъпала_ тримата с вързани ръце, за да стигнат _пътя_, водещ на запад, извън града, към Плешивия хълм.
"
277,1,Bulgarian,4,"Едва когато заобиколи подиума и се намери в задната му част, Пилат отвори очи, защото знаеше, че сега е в безопасност — вече не можеше да види _осъдените_.
"
278,1,Bulgarian,5,"Към стона на утихващата вече тълпа сега се примесиха и се открояваха острите крясъци на _глашатаите_, които повтаряха, едни на арамейски, други на _гръцки_, всичко, което беше извикал от подиума прокураторът.
"
279,1,Bulgarian,6,"Освен това до слуха му долетя силен, кънтящ, приближаващ конски тропот и къс _весел_ глас на _тръба_.
"
280,1,Bulgarian,7,"На тези звуци отговори пронизващото свиркане на _хлапетата_ от покривите на къщите по улицата, водеща от пазара към площада на хиподрума, и викове: „Пази се!“
"
281,1,Bulgarian,8,"_Войникът_, застанал самотен в освободеното пространство на площада с _римския орел_ в ръка, тревожно го размаха и тогава прокураторът, легатът на легиона, секретарят и конвоят _спряха_.
"
282,1,Bulgarian,9,"Преминавайки от тръс в галоп, кавалерийската ала _излетя_ на площада, за да го пресече по-встрани, обикаляйки струпалия се народ, и по уличката край обвитата в _лози_ _каменна_ стена по най-късия _път_ да полети към Плешивия хълм.
"
283,1,Bulgarian,10,"Препускащият в тръс, дребен като _момче_ и мургав като мулат, сириец — _командир_ на алата, се изравни с Пилат, извика нещо с тънък гласец и _изтегли_ меча от ножницата.
"
284,1,Bulgarian,11,"Враният му кон, _запенен_ и зъл, се метна _встрани_, изправи се на задните си крака.
"
285,1,Bulgarian,12,"_Командирът_ пъхна меча в ножницата, шибна с камшик коня по _врата_ и препусна по уличката, преминавайки в галоп.
"
286,1,Bulgarian,13,"Зад него по трима в редица _полетяха_ сред _облак_ прах конниците, заподскачаха връхчетата на леките бамбукови _пики_, покрай прокуратора се понесоха лица с _весело_ оголени _блестящи_ зъби, под белите чалми тези лица изглеждаха още по-мургави.
"
287,1,Bulgarian,14,"Вдигнала прах до небето, алата се втурна в уличката и край Пилат последен препусна _войник_, метнал през гръб пламтяща на слънцето _тръба_.
"
288,1,Bulgarian,15,"Пилат закри с ръка лицето си от прахта и като се _мръщеше_ неволно, _продължи_ пътя си към портата на дворцовата градина, а след него _тръгнаха_ легатът, секретарят и конвоят.
"
808,1,Slovene,0,"Pilat se je _zasukal_ in šel čez oder nazaj k _stopnicam_, ne da bi gledal kaj drugega kot raznobarvni kvadratasti vzorec _ploščic_ pod nogami, da se ne bi spotaknil.
"
809,1,Slovene,1,"Vedel je, da zdaj za njegovim _hrbtom_ leti na oder toča bakrenih novčičev in _dateljnov_, da ljudje v tuleči množici gnetejo drug drugega, lezejo na hrbte, da bi na svoje oči videli _čudo_ — kako se človek, ki je že bil v rokah smrti, _iztrga_ iz teh rok!
"
810,1,Slovene,2,"Kako mu legionarji snemajo _vezi_ in mu pri tem nehote prizadevajo skelečo bolečino v zapestjih, izpahnjenih med _zasliševanjem_, kako se on mršči in ječi, hkrati pa se že nasmiha z nesmiselnim, _norim_ nasmeškom.
"
811,1,Slovene,3,"_Vedel_ je, da straža medtem že pelje trojico z zvezanimi rokami k stranskim _stopnicam_, da jih odpelje na _cesto_, ki drži na zahod, iz mesta, na goro Golgoto.
"
812,1,Slovene,4,"Šele ko je prišel z odra in bil za njim, je odprl oči, zakaj vedel je, da zdaj ni več nevarnosti — ne more več videti _obsojencev_.
"
813,1,Slovene,5,"V hrumenje množice, ki se je začenjalo umirjati, so se zdaj primešali razločni kriki _izklicevalcev_, ki so eni v aramejščini, drugi v _grščini_ ponavljali vse tisto, kar je bil izkričal z odra prokurator. 
"
814,1,Slovene,6,"Poleg tega je Pilatu prišel na uho drobno prasketajoč bližajoč se konjski topot s _trobento_, ki se je oglašala kratko in _veselo_. 
"
815,1,Slovene,7,"Tem glasovom je odgovorilo predirno žvižganje _paglavcev_ s hišnih streh v ulici, ki je držala s trga na trg ob hipodromu, in kriki: »Pazi se!«
"
816,1,Slovene,8,"_Vojak_, ki je stal sam na širokem očiščenem delu trga z bojnim _znamenjem_ v roki, jim je vznemirjeno zamahnil z njim, in tedaj so se prokurator, legat legije, pisar in straža _ustavili_.
"
817,1,Slovene,9,"Konjeniška ala, zaganjajoč se v vedno hujši dir, je _pridrvela_ na trg, da ga prejezdi počez, jahala je mimo nakopičene množice in zavila v uličico pod _kamnitnim_ zidom, obraslim z _vinsko_ trto, da po najkrajši _poti_ doseže Golgoto.
"
818,1,Slovene,10,"Ko je _poveljnik_ ale, Sirijec, majhen kot _deček_ in temen kakor mulat, v diru prišel vštric s Pilatom, je s tenkim glasom nekaj zakričal in _izdrl_ meč iz nožnice.
"
819,1,Slovene,11,"Njegov besni, _premočeni_ vranec je _skočil_ vstran in se vzpel na zadnje noge.
"
820,1,Slovene,12,"_Poveljnik_ je potisnil meč nazaj v nožnico, udaril konja z bičem po _vratu_, ga obrnil v pravo smer in zdirjal v uličico, prehajajoč v skok.
"
